KID,Teff,logg,Mass,Prot,Prot_err,LPH,w,DC
2988249,4848,4.70,0.7946,nan,nan,nan,nan,0
2988251,6250,4.51,1.1873,nan,nan,nan,nan,0
2988380,5587,4.28,0.9882,nan,nan,nan,nan,0
2988396,5653,4.32,1.0063,nan,nan,nan,nan,0
2988400,5687,4.69,1.0157,nan,nan,nan,nan,0
2988402,5642,4.83,1.0033,nan,nan,nan,nan,0
2988453,5909,4.70,1.0795,nan,nan,nan,nan,0
2988527,4763,4.55,0.7722,47.657,0.922,0.340,0.1387,0
2988544,6218,4.56,1.1766,67.993,14.008,0.441,0.1556,0
2988584,5676,4.44,1.0127,66.440,17.402,0.383,0.1168,0
2988610,6013,4.72,1.1110,nan,nan,nan,nan,0
2988724,5579,4.68,0.9860,nan,nan,nan,nan,0
2988725,5348,4.41,0.9245,32.459,7.867,0.249,0.1399,0
2988796,5975,4.57,1.0994,nan,nan,nan,nan,0
2988822,6081,4.44,1.1322,nan,nan,nan,nan,0
2988927,5784,4.51,1.0431,nan,nan,nan,nan,0
2989099,6136,4.38,1.1497,21.749,0.766,0.318,0.1572,0
2989122,6313,4.16,1.2088,63.763,15.107,0.453,0.1691,0
2989164,5714,4.61,1.0233,nan,nan,nan,nan,0
2989310,6150,4.51,1.1542,nan,nan,nan,nan,0
2989322,5017,4.53,0.8387,nan,nan,nan,nan,0
2989329,5980,4.61,1.1009,18.586,0.422,0.032,0.0901,0
2989458,5722,4.58,1.0255,nan,nan,nan,nan,0
2989466,6079,4.65,1.1315,nan,nan,nan,nan,0
2989573,5750,4.46,1.0334,nan,nan,nan,nan,0
2989614,6313,4.42,1.2088,5.248,0.166,0.275,0.2228,0
2989792,5421,4.42,0.9437,32.167,0.435,0.320,0.1825,0
2989808,5202,4.59,0.8865,40.356,3.252,0.106,0.0517,0
2989948,6023,4.71,1.1141,nan,nan,nan,nan,0
2990012,6218,4.58,1.1766,51.462,19.694,0.359,0.1174,0
2990686,6033,4.43,1.1172,52.954,6.783,0.158,0.0016,0
2990802,5850,4.36,1.0622,55.161,12.884,0.306,0.0734,0
2990818,5529,4.29,0.9725,63.518,19.417,0.290,0.0482,0
2990899,5605,4.49,0.9931,16.292,0.116,0.174,0.0811,0
2990988,4980,4.18,0.8291,26.921,5.541,0.280,0.1563,0
2991059,5294,4.27,0.9104,55.762,1.126,0.148,0.0086,0
2991105,6207,4.31,1.1729,nan,nan,nan,nan,0
2991247,5529,4.31,0.9725,nan,nan,nan,nan,0
2991321,4830,4.56,0.7899,nan,nan,nan,nan,0
2991448,5581,3.69,0.9866,nan,nan,nan,nan,0
2991451,5577,4.43,0.9855,51.374,1.983,0.320,0.0953,0
2991493,5754,4.07,1.0346,nan,nan,nan,nan,0
2991524,5556,4.51,0.9798,65.711,2.179,0.191,0.0024,0
2991526,6049,4.29,1.1221,28.924,1.032,0.052,0.0221,0
2991562,5607,4.13,0.9937,51.605,1.931,0.180,0.0090,0
2991603,5175,3.76,0.8795,32.806,4.021,0.355,0.2254,0
2991662,5532,4.65,0.9733,nan,nan,nan,nan,0
2991730,5849,4.46,1.0619,nan,nan,nan,nan,0
2991811,5710,4.39,1.0222,24.101,5.410,0.225,0.1448,0
2991897,6049,4.43,1.1221,nan,nan,nan,nan,0
2991917,5273,4.45,0.9049,0.952,0.003,0.133,0.0120,0
2991952,5820,4.66,1.0535,nan,nan,nan,nan,0
2991964,5783,4.46,1.0428,nan,nan,nan,nan,0
2991990,5250,4.49,0.8990,nan,nan,nan,nan,0
2992035,5785,4.62,1.0434,nan,nan,nan,nan,0
2992044,5742,4.54,1.0312,nan,nan,nan,nan,0
2992087,5370,4.59,0.9303,nan,nan,nan,nan,0
2992121,5993,4.44,1.1048,64.294,3.148,0.171,0.0006,0
2992364,6419,4.26,1.2464,61.229,13.258,0.250,0.0158,0
2992405,5860,4.56,1.0651,60.153,2.260,0.453,0.1751,0
2992427,5732,4.54,1.0283,nan,nan,nan,nan,0
2992634,5964,4.40,1.0960,9.938,0.362,0.132,0.0751,0
2992681,5351,4.41,0.9253,26.574,2.393,0.056,0.0892,0
2992685,5944,4.38,1.0900,23.734,2.135,0.039,0.0584,0
2992720,5981,4.51,1.1012,nan,nan,nan,nan,0
2992768,4716,4.42,0.7596,48.397,9.992,0.374,0.1607,0
2992929,5879,4.34,1.0707,47.866,9.290,0.202,0.0054,0
2992934,5945,4.39,1.0903,nan,nan,nan,nan,0
2992956,5476,3.71,0.9583,24.950,1.123,0.186,0.1296,0
2993013,4726,4.26,0.7623,44.903,5.017,0.387,0.1863,0
2993038,5619,4.11,0.9969,nan,nan,nan,nan,0
2993174,6263,4.60,1.1917,7.019,0.864,0.187,0.1596,0
2993288,5324,4.55,0.9182,nan,nan,nan,nan,0
2993300,5888,4.10,1.0733,nan,nan,nan,nan,0
2993312,5816,4.39,1.0523,55.099,12.421,0.415,0.1560,0
2993460,5701,4.57,1.0196,nan,nan,nan,nan,0
2993611,5784,4.48,1.0431,24.490,3.294,0.124,0.0828,0
2993677,5916,4.56,1.0816,nan,nan,nan,nan,0
2993680,5806,4.38,1.0494,nan,nan,nan,nan,0
2993743,5795,4.43,1.0463,nan,nan,nan,nan,0
2993812,5061,4.54,0.8501,69.178,5.377,0.209,0.0019,0
2993832,5951,4.62,1.0921,nan,nan,nan,nan,0
2993842,5745,4.62,1.0320,1.767,0.025,0.113,0.0193,0
2993911,5846,4.70,1.0610,nan,nan,nan,nan,0
2993938,5563,4.74,0.9817,51.176,9.970,0.203,0.0098,0
2993940,5642,4.57,1.0033,54.527,13.811,0.301,0.0732,0
2993981,6450,4.65,1.2577,4.158,1.092,0.058,0.1165,0
2994022,5188,4.62,0.8829,36.512,0.972,0.141,0.0778,0
2994048,5172,4.47,0.8788,nan,nan,nan,nan,0
2994064,4995,4.63,0.8330,35.748,1.216,0.367,0.2230,0
2994092,6299,4.74,1.2040,nan,nan,nan,nan,0
2994110,5084,4.14,0.8560,nan,nan,nan,nan,0
2994124,5543,4.66,0.9763,27.581,0.299,0.224,0.1405,0
2994131,5533,4.63,0.9736,nan,nan,nan,nan,0
2994189,5551,4.65,0.9784,51.793,6.074,0.262,0.0486,0
2994192,5842,4.62,1.0598,nan,nan,nan,nan,0
2994233,5609,4.26,0.9942,nan,nan,nan,nan,0
2994246,5672,4.46,1.0116,nan,nan,nan,nan,0
2994249,5764,4.57,1.0374,nan,nan,nan,nan,0
2994414,5328,4.46,0.9193,nan,nan,nan,nan,0
2994467,4448,4.47,0.6856,nan,nan,nan,nan,0
2994540,6056,4.62,1.1243,0.952,0.007,0.136,0.0447,0
2994564,5772,4.42,1.0397,60.851,12.437,0.377,0.1197,0
2994572,5632,4.31,1.0005,60.964,12.510,0.467,0.1848,0
2994617,5858,4.51,1.0645,nan,nan,nan,nan,0
2994695,5943,4.46,1.0897,nan,nan,nan,nan,0
2995083,5842,4.43,1.0598,nan,nan,nan,nan,0
2995179,6064,4.48,1.1268,31.626,1.468,0.111,0.0149,0
2995305,6247,4.47,1.1863,nan,nan,nan,nan,0
2995402,5891,4.39,1.0742,45.250,2.574,0.108,0.0072,0
2995543,5700,4.44,1.0194,43.103,5.190,0.286,0.0858,0
2995553,5799,4.46,1.0474,nan,nan,nan,nan,0
2995579,6357,4.48,1.2242,1.411,0.044,0.329,0.2320,0
2995626,5350,4.76,0.9250,nan,nan,nan,nan,0
2995682,5840,4.39,1.0593,66.297,11.116,0.286,0.0395,0
2995685,5672,4.18,1.0116,nan,nan,nan,nan,0
2995715,5990,4.43,1.1039,48.387,7.677,0.153,0.0032,0
2995775,5323,4.50,0.9180,nan,nan,nan,nan,0
2995898,4726,4.45,0.7623,21.833,1.630,0.061,0.0223,0
2995913,5703,4.37,1.0202,nan,nan,nan,nan,0
2995938,5763,4.52,1.0371,nan,nan,nan,nan,0
2995973,5784,4.55,1.0431,nan,nan,nan,nan,0
2995995,5949,4.77,1.0915,61.829,1.373,0.446,0.1679,0
2996023,6196,4.55,1.1693,nan,nan,nan,nan,0
2996037,5611,4.73,0.9948,nan,nan,nan,nan,0
2996044,5556,4.53,0.9798,nan,nan,nan,nan,0
2996076,5813,4.43,1.0514,18.167,0.285,0.258,0.2144,0
2996170,5201,4.52,0.8863,32.929,2.427,0.092,0.1233,0
2996193,5653,4.65,1.0063,nan,nan,nan,nan,0
2996259,5672,4.58,1.0116,nan,nan,nan,nan,0
2996453,5372,4.56,0.9308,nan,nan,nan,nan,0
2996463,5446,4.58,0.9503,nan,nan,nan,nan,0
2996487,5812,4.46,1.0511,nan,nan,nan,nan,0
2996528,6074,4.50,1.1300,nan,nan,nan,nan,0
2996606,5824,4.36,1.0546,47.692,9.735,0.191,0.0067,0
2996629,5990,4.19,1.1039,13.823,2.086,0.289,0.2403,0
2997110,5984,4.51,1.1021,nan,nan,nan,nan,0
2997218,5279,4.45,0.9065,37.016,7.686,0.240,0.0999,0
2997227,5501,4.64,0.9650,nan,nan,nan,nan,0
2997232,6027,4.17,1.1153,nan,nan,nan,nan,0
2997293,5993,4.31,1.1048,nan,nan,nan,nan,0
2997323,5561,4.73,0.9811,nan,nan,nan,nan,0
2997346,5427,4.38,0.9453,nan,nan,nan,nan,0
2997383,5955,4.19,1.0933,64.949,1.651,0.185,0.0006,0
2997405,4646,4.44,0.7407,39.681,0.968,0.273,0.1564,0
2997467,5138,4.45,0.8700,nan,nan,nan,nan,0
2997477,4946,4.20,0.8202,nan,nan,nan,nan,0
2997509,6098,4.45,1.1376,nan,nan,nan,nan,0
2997611,5388,4.71,0.9350,27.044,3.461,0.207,0.1511,0
2997644,5609,4.88,0.9942,nan,nan,nan,nan,0
2997692,5801,4.47,1.0480,62.218,2.099,0.152,0.0017,0
2997715,5619,4.49,0.9969,nan,nan,nan,nan,0
2997753,6031,4.51,1.1165,nan,nan,nan,nan,0
2997820,5773,4.48,1.0400,60.374,2.664,0.377,0.1202,0
2997821,5635,4.81,1.0013,nan,nan,nan,nan,0
2997946,6155,4.63,1.1559,20.955,2.152,0.097,0.0364,0
2998061,5484,4.78,0.9604,nan,nan,nan,nan,0
2998100,5200,4.57,0.8860,nan,nan,nan,nan,0
2998130,5308,4.79,0.9141,nan,nan,nan,nan,0
2998188,5700,4.89,1.0194,nan,nan,nan,nan,0
2998225,6402,4.64,1.2402,55.508,12.453,0.254,0.0276,0
2998272,4551,4.54,0.7146,nan,nan,nan,nan,0
2998410,5718,4.42,1.0244,nan,nan,nan,nan,0
2998417,5770,4.54,1.0391,14.743,2.928,0.076,0.0719,0
2998461,5498,3.74,0.9642,nan,nan,nan,nan,0
2998481,5775,4.40,1.0405,nan,nan,nan,nan,0
2998545,6101,4.24,1.1385,nan,nan,nan,nan,0
2998588,6351,4.20,1.2221,56.530,2.223,0.179,0.0002,0
2998680,6024,4.74,1.1144,nan,nan,nan,nan,0
2998808,5618,4.43,0.9967,nan,nan,nan,nan,0
3001505,4898,4.58,0.8077,53.659,13.987,0.385,0.1464,0
3001793,5210,4.83,0.8886,nan,nan,nan,nan,0
3001905,5265,4.61,0.9029,nan,nan,nan,nan,0
3001923,5521,4.52,0.9704,nan,nan,nan,nan,0
3002064,5381,4.73,0.9332,nan,nan,nan,nan,0
3002087,5358,4.68,0.9271,57.092,21.206,0.328,0.0914,0
3002235,6003,4.58,1.1079,nan,nan,nan,nan,0
3002281,5388,3.92,0.9350,54.967,13.305,0.285,0.0616,0
3002288,5829,4.34,1.0561,63.467,12.732,0.442,0.1629,0
3002393,5083,4.55,0.8557,nan,nan,nan,nan,0
3002486,5540,4.67,0.9755,nan,nan,nan,nan,0
3002515,5713,4.16,1.0230,21.959,1.111,0.297,0.2183,0
3002618,5426,4.45,0.9450,nan,nan,nan,nan,0
3002666,4997,4.53,0.8335,nan,nan,nan,nan,0
3002689,5741,4.44,1.0309,nan,nan,nan,nan,0
3002691,6432,4.79,1.2511,nan,nan,nan,nan,0
3002749,5654,4.51,1.0066,nan,nan,nan,nan,0
3002817,6152,4.29,1.1549,54.683,1.821,0.407,0.1489,0
3002848,6254,4.50,1.1886,54.136,8.159,0.330,0.0914,0
3002890,5983,4.25,1.1018,nan,nan,nan,nan,0
3002988,5729,4.51,1.0275,19.759,2.563,0.281,0.2288,0
3003019,5723,4.39,1.0258,nan,nan,nan,nan,0
3003226,5872,4.65,1.0686,44.137,8.806,0.194,0.0082,0
3003229,5690,4.16,1.0166,nan,nan,nan,nan,0
3003323,6036,3.93,1.1181,1.638,0.024,0.175,0.0789,0
3003576,5879,4.16,1.0707,49.184,5.088,0.205,0.0047,0
3003620,5591,4.45,0.9893,54.998,1.765,0.384,0.1364,0
3003642,5371,4.77,0.9305,nan,nan,nan,nan,0
3003673,5851,4.38,1.0625,nan,nan,nan,nan,0
3003682,6373,4.51,1.2299,58.777,13.257,0.524,0.2233,0
3003716,5227,4.58,0.8930,32.060,4.660,0.330,0.2122,0
3003740,6157,4.72,1.1565,66.513,1.469,0.307,0.0552,0
3003949,6088,4.79,1.1344,54.762,11.757,0.320,0.0834,0
3004083,5546,3.86,0.9771,49.204,13.333,0.332,0.1096,0
3004084,5427,4.85,0.9453,nan,nan,nan,nan,0
3096245,5985,4.72,1.1024,nan,nan,nan,nan,0
3096337,5795,4.42,1.0463,nan,nan,nan,nan,0
3096396,5549,4.36,0.9779,25.093,3.198,0.279,0.2065,0
3096439,6068,4.59,1.1281,nan,nan,nan,nan,0
3096480,5955,4.41,1.0933,nan,nan,nan,nan,0
3096520,5550,3.91,0.9782,nan,nan,nan,nan,0
3096826,6054,4.59,1.1237,57.122,10.303,0.142,0.0009,0
3096844,5850,4.39,1.0622,nan,nan,nan,nan,0
3096885,5918,4.37,1.0822,nan,nan,nan,nan,0
3096946,5160,4.42,0.8757,42.513,5.275,0.318,0.1275,0
3097057,5552,4.42,0.9787,nan,nan,nan,nan,0
3097222,5398,4.60,0.9376,nan,nan,nan,nan,0
3097292,5585,4.63,0.9877,nan,nan,nan,nan,0
3097353,5062,4.69,0.8503,nan,nan,nan,nan,0
3097398,5319,4.63,0.9169,nan,nan,nan,nan,0
3097405,5318,4.58,0.9167,27.234,0.748,0.233,0.1636,0
3097420,6030,4.23,1.1162,6.263,0.558,0.368,0.2495,0
3097447,5791,4.47,1.0451,nan,nan,nan,nan,0
3097522,5533,4.15,0.9736,nan,nan,nan,nan,0
3097546,5391,4.54,0.9358,58.124,13.917,0.296,0.0639,0
3097571,4660,4.82,0.7445,31.355,4.852,0.209,0.0979,0
3097626,5800,4.17,1.0477,28.757,1.726,0.081,0.0534,0
3097891,5606,4.31,0.9934,nan,nan,nan,nan,0
3097968,5738,4.15,1.0300,nan,nan,nan,nan,0
3098059,5644,4.43,1.0038,nan,nan,nan,nan,0
3098084,6015,4.35,1.1116,50.129,1.848,0.177,0.0023,0
3098151,5571,4.84,0.9839,24.960,8.198,0.233,0.1722,0
3098170,5520,4.89,0.9701,nan,nan,nan,nan,0
3098214,5891,4.96,1.0742,nan,nan,nan,nan,0
3098353,5695,4.71,1.0180,18.319,0.255,0.332,0.2488,0
3098431,4923,4.12,0.8142,nan,nan,nan,nan,0
3098511,5112,4.97,0.8632,nan,nan,nan,nan,0
3098512,6100,4.56,1.1382,6.937,0.875,0.139,0.0824,0
3098541,5817,4.67,1.0526,16.664,2.303,0.190,0.1383,0
3098545,5853,4.55,1.0630,nan,nan,nan,nan,0
3098553,4408,4.62,0.6742,nan,nan,nan,nan,0
3098596,5128,4.97,0.8674,nan,nan,nan,nan,0
3098619,5369,4.97,0.9300,nan,nan,nan,nan,0
3098653,5386,4.76,0.9345,37.589,0.912,0.167,0.0519,0
3098734,5232,4.71,0.8943,45.731,1.903,0.186,0.0245,0
3098736,5185,4.92,0.8821,25.036,2.223,0.164,0.0600,0
3098809,5555,4.65,0.9795,nan,nan,nan,nan,0
3098837,5804,4.50,1.0488,nan,nan,nan,nan,0
3098885,5420,4.43,0.9435,nan,nan,nan,nan,0
3098965,6292,4.36,1.2016,2.408,0.068,0.196,0.1267,0
3099021,5794,4.52,1.0460,nan,nan,nan,nan,0
3099077,5297,4.11,0.9112,nan,nan,nan,nan,0
3099119,5291,4.54,0.9096,28.801,4.222,0.090,0.1040,0
3099125,5610,4.44,0.9945,nan,nan,nan,nan,0
3099174,6249,4.18,1.1870,1.089,0.004,0.285,0.1843,0
3099238,6054,4.58,1.1237,nan,nan,nan,nan,0
3099271,5741,4.61,1.0309,nan,nan,nan,nan,0
3099278,6057,4.68,1.1246,nan,nan,nan,nan,0
3099321,5067,4.27,0.8516,nan,nan,nan,nan,0
3099436,6450,4.64,1.2577,nan,nan,nan,nan,0
3099553,5697,4.64,1.0185,nan,nan,nan,nan,0
3099620,5535,4.74,0.9741,nan,nan,nan,nan,0
3099732,6197,4.53,1.1696,nan,nan,nan,nan,0
3099810,5472,4.45,0.9572,48.140,1.176,0.336,0.1164,0
3099832,6030,4.40,1.1162,nan,nan,nan,nan,0
3099858,5564,4.82,0.9820,nan,nan,nan,nan,0
3099883,5922,4.38,1.0834,nan,nan,nan,nan,0
3099888,6481,4.17,1.2692,21.064,0.230,0.435,0.2183,0
3099945,4832,4.44,0.7904,nan,nan,nan,nan,0
3099983,5661,4.39,1.0085,nan,nan,nan,nan,0
3100006,6360,4.32,1.2253,52.273,0.425,0.486,0.2057,0
3100037,5660,4.60,1.0082,19.586,2.811,0.208,0.1430,0
3100068,5586,4.62,0.9879,nan,nan,nan,nan,0
3100083,5834,4.45,1.0575,51.932,5.385,0.162,0.0043,0
3100129,5033,4.90,0.8428,nan,nan,nan,nan,0
3100179,5435,4.82,0.9474,nan,nan,nan,nan,0
3100351,5738,4.58,1.0300,nan,nan,nan,nan,0
3100395,5074,4.61,0.8534,nan,nan,nan,nan,0
3100451,5724,4.79,1.0261,62.301,0.967,0.296,0.0544,0
3100476,5774,4.46,1.0403,35.743,1.419,0.116,0.0278,0
3100527,5732,4.70,1.0283,nan,nan,nan,nan,0
3100559,5470,4.67,0.9567,47.344,1.741,0.143,0.0175,0
3100568,5115,4.50,0.8640,nan,nan,nan,nan,0
3100587,6398,4.60,1.2388,nan,nan,nan,nan,0
3100641,6145,4.43,1.1526,8.625,0.416,0.173,0.1398,0
3100673,5615,4.40,0.9958,nan,nan,nan,nan,0
3100715,4976,4.66,0.8280,nan,nan,nan,nan,0
3100746,5847,4.60,1.0613,nan,nan,nan,nan,0
3100768,4969,4.11,0.8262,nan,nan,nan,nan,0
3100778,5663,4.72,1.0091,nan,nan,nan,nan,0
3100847,5501,4.69,0.9650,14.912,0.494,0.066,0.0393,0
3100874,4975,4.58,0.8278,nan,nan,nan,nan,0
3100876,5299,4.45,0.9117,34.852,0.318,0.414,0.2327,0
3100890,5185,4.71,0.8821,nan,nan,nan,nan,0
3100921,5607,4.60,0.9937,nan,nan,nan,nan,0
3101003,5599,4.68,0.9915,nan,nan,nan,nan,0
3101106,5438,4.68,0.9482,nan,nan,nan,nan,0
3101112,5425,4.63,0.9448,nan,nan,nan,nan,0
3101194,5346,4.83,0.9240,nan,nan,nan,nan,0
3101555,5925,4.65,1.0843,nan,nan,nan,nan,0
3101585,5976,4.61,1.0997,nan,nan,nan,nan,0
3101602,5818,4.94,1.0529,nan,nan,nan,nan,0
3101695,5535,4.50,0.9741,nan,nan,nan,nan,0
3101703,5222,4.63,0.8917,nan,nan,nan,nan,0
3101748,5552,4.68,0.9787,48.601,12.192,0.187,0.0130,0
3101786,6357,4.36,1.2242,55.447,6.459,0.119,0.0002,0
3101865,5414,4.56,0.9419,nan,nan,nan,nan,0
3101881,5887,4.65,1.0730,nan,nan,nan,nan,0
3102004,5710,4.44,1.0222,53.117,12.457,0.291,0.0664,0
3102043,5668,4.53,1.0105,nan,nan,nan,nan,0
3102050,5329,4.61,0.9195,49.868,12.095,0.297,0.0839,0
3102053,5596,4.43,0.9907,nan,nan,nan,nan,0
3102072,5521,4.51,0.9704,nan,nan,nan,nan,0
3102084,5822,4.61,1.0540,nan,nan,nan,nan,0
3102111,6004,5.06,1.1082,59.574,7.215,0.137,0.0009,0
3102164,4669,4.62,0.7470,nan,nan,nan,nan,0
3102172,5813,4.48,1.0514,58.658,4.185,0.337,0.0926,0
3102220,5054,4.89,0.8482,nan,nan,nan,nan,0
3102231,5537,4.89,0.9747,nan,nan,nan,nan,0
3102250,5652,4.53,1.0060,nan,nan,nan,nan,0
3102289,4835,4.63,0.7912,34.317,1.289,0.174,0.1079,0
3102392,4963,4.30,0.8247,nan,nan,nan,nan,0
3102473,5833,4.57,1.0572,25.614,0.656,0.074,0.0671,0
3102482,5674,4.19,1.0121,31.933,0.392,0.144,0.0525,0
3102491,6195,4.46,1.1690,nan,nan,nan,nan,0
3102521,5559,4.64,0.9806,nan,nan,nan,nan,0
3102541,5819,4.57,1.0532,nan,nan,nan,nan,0
3102552,6395,4.55,1.2377,nan,nan,nan,nan,0
3102562,5588,4.92,0.9885,nan,nan,nan,nan,0
3102589,5572,4.66,0.9841,nan,nan,nan,nan,0
3102638,6204,4.54,1.1719,nan,nan,nan,nan,0
3102643,5052,4.62,0.8477,nan,nan,nan,nan,0
3102680,5437,4.63,0.9480,nan,nan,nan,nan,0
3102747,5600,4.40,0.9917,nan,nan,nan,nan,0
3102822,5794,4.77,1.0460,nan,nan,nan,nan,0
3102869,5577,4.36,0.9855,nan,nan,nan,nan,0
3102980,5981,4.47,1.1012,nan,nan,nan,nan,0
3103017,6368,4.63,1.2281,nan,nan,nan,nan,0
3103024,5829,4.75,1.0561,nan,nan,nan,nan,0
3103105,5550,4.96,0.9782,15.192,2.187,0.084,0.0458,0
3103125,5786,3.95,1.0437,65.832,3.583,0.334,0.0791,0
3103137,5163,4.54,0.8764,nan,nan,nan,nan,0
3103190,4868,4.07,0.7999,nan,nan,nan,nan,0
3103195,5122,4.43,0.8658,53.199,9.338,0.207,0.0103,0
3103249,5944,4.68,1.0900,57.367,6.011,0.138,0.0015,0
3103263,5815,4.51,1.0520,nan,nan,nan,nan,0
3103299,6069,4.54,1.1284,nan,nan,nan,nan,0
3103331,5429,4.62,0.9458,nan,nan,nan,nan,0
3103382,5971,4.59,1.0981,nan,nan,nan,nan,0
3103396,5372,4.85,0.9308,nan,nan,nan,nan,0
3103398,4861,4.45,0.7980,nan,nan,nan,nan,0
3103406,5466,4.94,0.9557,nan,nan,nan,nan,0
3103665,5714,4.55,1.0233,nan,nan,nan,nan,0
3103673,5881,4.38,1.0713,nan,nan,nan,nan,0
3103676,4731,4.32,0.7636,nan,nan,nan,nan,0
3103779,5542,4.55,0.9760,40.406,6.466,0.116,0.0315,0
3103851,5349,4.12,0.9248,0.423,0.006,0.117,0.0067,0
3103972,5431,4.53,0.9464,nan,nan,nan,nan,0
3109585,6046,4.42,1.1212,58.553,12.766,0.233,0.0055,0
3109639,5755,4.57,1.0348,nan,nan,nan,nan,0
3109707,5534,4.62,0.9739,47.123,1.571,0.285,0.0789,0
3109736,5718,4.90,1.0244,nan,nan,nan,nan,0
3109761,5496,4.53,0.9637,nan,nan,nan,nan,0
3109771,5171,4.54,0.8785,67.911,14.068,0.369,0.1036,0
3109829,5764,4.48,1.0374,nan,nan,nan,nan,0
3109850,5795,4.59,1.0463,nan,nan,nan,nan,0
3109925,6154,4.49,1.1555,nan,nan,nan,nan,0
3109944,6019,4.61,1.1128,nan,nan,nan,nan,0
3109970,5681,5.00,1.0141,nan,nan,nan,nan,0
3110023,5873,4.01,1.0689,nan,nan,nan,nan,0
3110129,5303,4.65,0.9128,18.281,0.319,0.390,0.2339,0
3110177,5506,4.46,0.9663,25.695,2.226,0.083,0.1160,0
3110216,5809,4.55,1.0503,nan,nan,nan,nan,0
3110511,4972,4.63,0.8270,nan,nan,nan,nan,0
3110534,5549,4.49,0.9779,nan,nan,nan,nan,0
3110597,5609,4.54,0.9942,nan,nan,nan,nan,0
3110607,5688,4.62,1.0160,nan,nan,nan,nan,0
3110648,5338,4.89,0.9219,nan,nan,nan,nan,0
3110716,5979,4.60,1.1006,nan,nan,nan,nan,0
3110776,6216,4.22,1.1759,3.729,0.401,0.198,0.1281,0
3110832,6270,4.49,1.1941,61.659,5.404,0.338,0.0874,0
3110851,5861,4.58,1.0654,11.725,0.395,0.176,0.0979,0
3110892,4963,4.44,0.8247,0.358,0.083,0.100,0.0025,0
3110937,5527,4.44,0.9720,nan,nan,nan,nan,0
3110953,5687,4.62,1.0157,23.059,2.235,0.266,0.1906,0
3110985,5985,4.62,1.1024,nan,nan,nan,nan,0
3111093,5229,4.34,0.8935,27.044,1.122,0.033,0.0695,0
3111115,5692,4.66,1.0171,nan,nan,nan,nan,0
3111116,5907,4.83,1.0789,nan,nan,nan,nan,0
3111172,5940,4.08,1.0888,nan,nan,nan,nan,0
3111214,5366,4.60,0.9292,55.958,13.521,0.309,0.0790,0
3111246,5129,4.44,0.8676,nan,nan,nan,nan,0
3111266,5316,4.62,0.9161,nan,nan,nan,nan,0
3111271,6195,4.45,1.1690,nan,nan,nan,nan,0
3111273,5102,4.53,0.8607,nan,nan,nan,nan,0
3111278,6025,4.55,1.1147,67.523,7.277,0.109,0.0003,0
3111313,5775,4.58,1.0405,nan,nan,nan,nan,0
3111408,5769,4.57,1.0388,nan,nan,nan,nan,0
3111468,5570,4.39,0.9836,nan,nan,nan,nan,0
3111510,5948,4.41,1.0912,nan,nan,nan,nan,0
3111524,5816,4.39,1.0523,55.569,9.302,0.206,0.0031,0
3111525,5734,4.56,1.0289,nan,nan,nan,nan,0
3111590,5575,4.51,0.9849,nan,nan,nan,nan,0
3111600,5702,4.46,1.0199,nan,nan,nan,nan,0
3111666,5279,4.49,0.9065,nan,nan,nan,nan,0
3111686,4868,4.51,0.7999,nan,nan,nan,nan,0
3111842,5196,4.64,0.8850,nan,nan,nan,nan,0
3111902,4974,4.41,0.8275,59.728,10.958,0.200,0.0074,0
3111917,4416,4.74,0.6765,35.055,0.609,0.283,0.1721,0
3111993,6232,4.30,1.1812,2.013,0.543,0.154,0.0814,0
3112020,5657,4.49,1.0074,24.571,2.206,0.168,0.1099,0
3112049,5951,4.53,1.0921,nan,nan,nan,nan,0
3112070,5203,4.57,0.8868,56.754,12.629,0.523,0.2290,0
3112075,5500,4.55,0.9647,nan,nan,nan,nan,0
3112152,6035,4.42,1.1178,14.099,0.380,0.296,0.2256,0
3112168,5717,4.43,1.0241,nan,nan,nan,nan,0
3112185,5247,4.63,0.8982,nan,nan,nan,nan,0
3112191,5050,4.66,0.8472,nan,nan,nan,nan,0
3112222,5347,4.60,0.9243,nan,nan,nan,nan,0
3112234,5453,4.37,0.9522,51.258,7.686,0.191,0.0116,0
3112259,5512,4.52,0.9679,55.057,2.892,0.218,0.0071,0
3112264,5340,4.90,0.9224,28.263,0.386,0.318,0.2347,0
3112368,5907,4.37,1.0789,nan,nan,nan,nan,0
3112399,5377,4.88,0.9321,nan,nan,nan,nan,0
3112475,5650,4.43,1.0055,nan,nan,nan,nan,0
3112666,5617,4.41,0.9964,43.088,0.375,0.306,0.1054,0
3112677,5156,4.13,0.8746,nan,nan,nan,nan,0
3112748,5474,4.52,0.9578,nan,nan,nan,nan,0
3112862,5173,4.59,0.8790,nan,nan,nan,nan,0
3112869,5389,4.52,0.9353,nan,nan,nan,nan,0
3112889,6128,4.11,1.1471,nan,nan,nan,nan,0
3112917,6093,4.27,1.1360,nan,nan,nan,nan,0
3112963,5738,4.40,1.0300,nan,nan,nan,nan,0
3112980,5366,4.56,0.9292,nan,nan,nan,nan,0
3113053,5641,4.41,1.0030,nan,nan,nan,nan,0
3113061,5420,4.41,0.9435,61.914,1.676,0.275,0.0398,0
3113080,5735,4.27,1.0292,nan,nan,nan,nan,0
3113144,5198,4.62,0.8855,nan,nan,nan,nan,0
3113161,5412,4.27,0.9413,51.167,2.369,0.162,0.0129,0
