KID,Teff,logg,Mass,Prot,Prot_err,LPH,w,DC
3852964,5281,4.38,0.9070,nan,nan,nan,nan,0
3853073,5812,4.52,1.0511,69.525,14.516,0.304,0.0495,0
3853079,5700,4.55,1.0194,nan,nan,nan,nan,0
3853090,5085,4.65,0.8563,nan,nan,nan,nan,0
3853117,5743,4.54,1.0315,nan,nan,nan,nan,0
3853270,4507,4.53,0.7023,37.196,0.896,0.104,0.0915,0
3853321,5605,4.69,0.9931,59.309,10.264,0.187,0.0043,0
3853333,4989,4.57,0.8314,32.684,4.252,0.123,0.0998,0
3853422,6064,4.67,1.1268,nan,nan,nan,nan,0
3853479,5504,4.68,0.9658,nan,nan,nan,nan,0
3853491,5376,4.58,0.9319,nan,nan,nan,nan,0
3853512,5377,4.52,0.9321,nan,nan,nan,nan,0
3853519,6159,4.65,1.1572,nan,nan,nan,nan,0
3853551,5875,4.70,1.0695,nan,nan,nan,nan,0
3853556,5840,4.53,1.0593,nan,nan,nan,nan,0
3853567,5584,4.68,0.9874,nan,nan,nan,nan,0
3853579,5875,4.57,1.0695,nan,nan,nan,nan,0
3853622,5687,4.91,1.0157,nan,nan,nan,nan,0
3853637,5324,4.27,0.9182,65.968,5.230,0.196,0.0028,0
3853692,5893,4.52,1.0748,nan,nan,nan,nan,0
3853717,4673,4.41,0.7480,nan,nan,nan,nan,0
3853722,4844,4.60,0.7936,nan,nan,nan,nan,0
3853735,5702,4.54,1.0199,nan,nan,nan,nan,0
3853736,5277,4.84,0.9060,57.654,13.565,0.393,0.1387,0
3853753,6299,4.64,1.2040,4.342,0.906,0.244,0.1848,0
3853764,5529,4.77,0.9725,nan,nan,nan,nan,0
3853888,6026,4.56,1.1150,nan,nan,nan,nan,0
3853903,6367,4.38,1.2277,3.525,0.396,0.207,0.1583,0
3853986,5633,4.52,1.0008,nan,nan,nan,nan,0
3854009,5685,4.38,1.0152,nan,nan,nan,nan,0
3854014,5515,4.53,0.9687,nan,nan,nan,nan,0
3854067,5902,4.61,1.0775,nan,nan,nan,nan,0
3854081,6295,4.41,1.2026,nan,nan,nan,nan,0
3854097,5755,4.50,1.0348,39.154,1.055,0.141,0.0205,0
3854101,5346,4.63,0.9240,nan,nan,nan,nan,0
3854121,5113,4.79,0.8635,32.765,4.405,0.268,0.1834,0
3854128,6026,4.51,1.1150,62.722,1.638,0.360,0.1030,0
3854139,6132,4.58,1.1484,nan,nan,nan,nan,0
3854211,5313,4.25,0.9154,nan,nan,nan,nan,0
3854233,5667,4.59,1.0102,nan,nan,nan,nan,0
3854234,5107,4.54,0.8619,28.194,2.111,0.315,0.2096,0
3854260,6283,4.49,1.1985,6.785,0.149,0.122,0.1153,0
3854261,6033,4.57,1.1172,nan,nan,nan,nan,0
3854291,6184,4.71,1.1653,nan,nan,nan,nan,0
3854315,5960,4.78,1.0948,17.072,1.282,0.077,0.1102,0
3854343,5686,4.80,1.0155,nan,nan,nan,nan,0
3854359,5249,4.50,0.8987,nan,nan,nan,nan,0
3854366,5477,4.89,0.9586,nan,nan,nan,nan,0
3854374,5501,5.00,0.9650,nan,nan,nan,nan,0
3854417,5376,4.55,0.9319,nan,nan,nan,nan,0
3854461,5055,4.67,0.8485,nan,nan,nan,nan,0
3854490,6233,4.66,1.1816,nan,nan,nan,nan,0
3854497,5780,4.47,1.0420,nan,nan,nan,nan,0
3854523,6020,4.73,1.1131,nan,nan,nan,nan,0
3854531,5477,4.60,0.9586,63.966,3.403,0.144,0.0034,0
3854533,6458,4.66,1.2606,0.971,0.139,0.202,0.1437,0
3854540,5958,4.46,1.0942,nan,nan,nan,nan,0
3854571,5814,5.13,1.0517,40.733,1.973,0.102,0.0150,0
3854617,5040,4.44,0.8446,nan,nan,nan,nan,0
3854642,6079,4.43,1.1315,nan,nan,nan,nan,0
3854668,5782,4.99,1.0425,nan,nan,nan,nan,0
3854695,5543,3.69,0.9763,2.278,0.083,0.211,0.0840,0
3854697,5902,4.61,1.0775,nan,nan,nan,nan,0
3854724,5873,4.48,1.0689,nan,nan,nan,nan,0
3854781,5631,4.06,1.0002,34.383,0.926,0.378,0.1891,0
3854827,5212,4.45,0.8891,nan,nan,nan,nan,0
3854830,5153,4.66,0.8738,nan,nan,nan,nan,0
3854854,5707,4.66,1.0213,66.767,13.158,0.272,0.0274,0
3854856,5734,5.02,1.0289,nan,nan,nan,nan,0
3854877,5643,4.32,1.0035,nan,nan,nan,nan,0
3854881,6329,4.60,1.2144,nan,nan,nan,nan,0
3854910,4710,4.27,0.7580,nan,nan,nan,nan,0
3854949,5534,4.32,0.9739,nan,nan,nan,nan,0
3854952,5857,4.57,1.0642,nan,nan,nan,nan,0
3855047,5892,4.64,1.0745,nan,nan,nan,nan,0
3855096,5830,4.56,1.0564,nan,nan,nan,nan,0
3855103,6217,4.65,1.1762,nan,nan,nan,nan,0
3855112,6074,4.48,1.1300,nan,nan,nan,nan,0
3855114,6333,4.66,1.2158,nan,nan,nan,nan,0
3855119,6026,4.66,1.1150,nan,nan,nan,nan,0
3855151,5046,4.60,0.8462,nan,nan,nan,nan,0
3855159,6029,4.60,1.1159,nan,nan,nan,nan,0
3855166,5630,4.69,1.0000,27.902,2.749,0.151,0.0863,0
3855186,6098,4.53,1.1376,nan,nan,nan,nan,0
3855261,5052,4.72,0.8477,nan,nan,nan,nan,0
3855280,5741,4.58,1.0309,44.167,3.490,0.091,0.0136,0
3857696,5251,4.45,0.8992,nan,nan,nan,nan,0
3857742,6076,4.72,1.1306,nan,nan,nan,nan,0
3857757,5658,4.37,1.0077,nan,nan,nan,nan,0
3857834,4931,3.96,0.8163,nan,nan,nan,nan,0
3857839,5617,4.40,0.9964,54.432,1.366,0.211,0.0065,0
3857943,5160,4.48,0.8757,nan,nan,nan,nan,0
3857946,5499,4.39,0.9645,nan,nan,nan,nan,0
3858021,5304,4.54,0.9130,nan,nan,nan,nan,0
3858034,5586,4.64,0.9879,nan,nan,nan,nan,0
3858090,5931,4.66,1.0861,53.198,1.419,0.342,0.1035,0
3858158,5736,4.55,1.0295,23.172,2.862,0.266,0.1779,0
3858164,4954,4.46,0.8223,7.800,0.148,0.245,0.0960,0
3858180,5697,4.56,1.0185,nan,nan,nan,nan,0
3858209,5088,4.61,0.8570,nan,nan,nan,nan,0
3858244,6280,4.81,1.1975,nan,nan,nan,nan,0
3858274,5945,4.38,1.0903,nan,nan,nan,nan,0
3858280,5998,4.30,1.1064,nan,nan,nan,nan,0
3858283,5828,4.61,1.0558,26.932,3.549,0.366,0.2015,0
3858331,5107,4.84,0.8619,nan,nan,nan,nan,0
3858360,5195,4.51,0.8847,nan,nan,nan,nan,0
3858371,6109,4.54,1.1411,13.070,0.436,0.194,0.1399,0
3858413,5638,4.62,1.0022,nan,nan,nan,nan,0
3858436,5802,4.61,1.0483,nan,nan,nan,nan,0
3858439,5471,4.77,0.9570,nan,nan,nan,nan,0
3858445,5904,4.48,1.0780,55.947,12.766,0.419,0.1572,0
3858447,6058,4.70,1.1249,nan,nan,nan,nan,0
3858466,6426,4.63,1.2489,47.100,10.765,0.280,0.0613,0
3858533,6057,4.59,1.1246,nan,nan,nan,nan,0
3858542,5761,4.63,1.0366,nan,nan,nan,nan,0
3858560,5249,4.55,0.8987,nan,nan,nan,nan,0
3858563,5593,4.81,0.9898,nan,nan,nan,nan,0
3858604,6169,4.43,1.1604,28.499,0.667,0.100,0.0142,0
3858636,5775,4.76,1.0405,nan,nan,nan,nan,0
3858640,6365,4.23,1.2270,8.491,0.144,0.199,0.1445,0
3858693,4485,4.41,0.6961,4.679,0.085,0.142,0.0123,0
3858694,5977,4.40,1.1000,19.228,2.430,0.122,0.0806,0
3858697,5388,4.25,0.9350,55.580,13.613,0.338,0.1026,0
3858720,5793,4.58,1.0457,nan,nan,nan,nan,0
3858757,5388,4.75,0.9350,nan,nan,nan,nan,0
3858767,5402,4.59,0.9387,51.738,6.050,0.139,0.0127,0
3858789,5574,4.74,0.9847,nan,nan,nan,nan,0
3858893,5792,4.48,1.0454,nan,nan,nan,nan,0
3858919,5484,4.78,0.9604,nan,nan,nan,nan,0
3858943,6176,4.47,1.1627,13.221,1.968,0.096,0.0862,0
3858975,5808,4.57,1.0500,18.006,0.128,0.140,0.1153,0
3858991,6347,4.34,1.2207,nan,nan,nan,nan,0
3859042,5137,4.70,0.8697,nan,nan,nan,nan,0
3859083,6379,4.10,1.2320,1.280,0.019,0.089,0.0675,0
3859126,4819,4.55,0.7870,nan,nan,nan,nan,0
3859147,6406,4.50,1.2417,2.101,0.016,0.295,0.2208,0
3859148,5942,4.55,1.0894,nan,nan,nan,nan,0
3859178,5860,4.56,1.0651,nan,nan,nan,nan,0
3859184,5174,4.78,0.8793,nan,nan,nan,nan,0
3859204,5963,4.56,1.0957,51.859,4.718,0.155,0.0025,0
3859218,5605,4.73,0.9931,50.696,6.553,0.269,0.0564,0
3859235,5843,4.47,1.0601,35.616,6.566,0.134,0.0225,0
3859263,6139,4.47,1.1507,nan,nan,nan,nan,0
3859295,5486,4.68,0.9610,21.088,3.253,0.062,0.0693,0
3859302,5630,4.65,1.0000,29.445,8.715,0.189,0.0829,0
3859397,6008,4.85,1.1094,nan,nan,nan,nan,0
3859406,5804,4.37,1.0488,16.081,1.562,0.034,0.0866,0
3859416,6122,4.58,1.1452,8.813,0.872,0.198,0.1589,0
3859434,6093,4.54,1.1360,nan,nan,nan,nan,0
3859478,4929,4.63,0.8158,nan,nan,nan,nan,0
3859565,6186,4.42,1.1660,nan,nan,nan,nan,0
3859589,5972,4.48,1.0984,nan,nan,nan,nan,0
3859630,5662,4.79,1.0088,nan,nan,nan,nan,0
3859643,5696,4.58,1.0182,nan,nan,nan,nan,0
3859658,5756,4.52,1.0351,20.985,2.649,0.223,0.1686,0
3859702,5532,4.08,0.9733,55.600,7.559,0.187,0.0068,0
3859718,6005,4.50,1.1085,nan,nan,nan,nan,0
3859734,5939,4.03,1.0885,nan,nan,nan,nan,0
3859747,6300,4.34,1.2043,54.047,11.801,0.451,0.1805,0
3859783,5530,4.49,0.9728,nan,nan,nan,nan,0
3859811,5956,4.65,1.0936,11.422,0.893,0.083,0.0836,0
3859838,5829,4.46,1.0561,nan,nan,nan,nan,0
3859857,5478,4.64,0.9588,nan,nan,nan,nan,0
3859890,5739,4.42,1.0303,29.222,1.815,0.136,0.0579,0
3860000,5876,4.89,1.0698,nan,nan,nan,nan,0
3860018,5426,4.98,0.9450,nan,nan,nan,nan,0
3860047,5325,4.47,0.9185,37.046,5.031,0.269,0.1186,0
3860060,5084,4.21,0.8560,nan,nan,nan,nan,0
3860063,5141,4.76,0.8707,nan,nan,nan,nan,0
3860102,6272,4.75,1.1948,nan,nan,nan,nan,0
3860119,5691,4.68,1.0169,nan,nan,nan,nan,0
3860128,5646,4.74,1.0044,nan,nan,nan,nan,0
3860142,5500,4.66,0.9647,nan,nan,nan,nan,0
3860150,5678,4.99,1.0132,nan,nan,nan,nan,0
3860153,5455,4.96,0.9527,nan,nan,nan,nan,0
3860197,5653,4.62,1.0063,nan,nan,nan,nan,0
3860208,6056,4.51,1.1243,nan,nan,nan,nan,0
3860240,5604,4.93,0.9928,nan,nan,nan,nan,0
3860243,5192,4.96,0.8839,nan,nan,nan,nan,0
3860254,5457,4.50,0.9533,nan,nan,nan,nan,0
3860257,6081,4.64,1.1322,nan,nan,nan,nan,0
3860398,6365,4.25,1.2270,31.979,4.586,0.151,0.0041,0
3860462,5780,4.71,1.0420,nan,nan,nan,nan,0
3860486,5802,4.56,1.0483,nan,nan,nan,nan,0
3860513,5009,4.10,0.8366,63.466,2.762,0.400,0.1349,0
3860537,5306,4.52,0.9135,55.251,4.390,0.432,0.1713,0
3860569,5458,4.60,0.9535,nan,nan,nan,nan,0
3860584,6010,4.53,1.1101,10.847,0.257,0.184,0.1321,0
3860591,6082,4.56,1.1325,nan,nan,nan,nan,0
3860596,5966,4.49,1.0966,5.064,0.122,0.367,0.2332,0
3860657,6105,4.50,1.1398,nan,nan,nan,nan,0
3860670,5541,4.55,0.9757,nan,nan,nan,nan,0
3860683,5512,4.61,0.9679,nan,nan,nan,nan,0
3860692,6002,4.46,1.1076,nan,nan,nan,nan,0
3860732,5611,4.58,0.9948,nan,nan,nan,nan,0
3860742,5543,4.82,0.9763,nan,nan,nan,nan,0
3860798,5454,4.37,0.9525,nan,nan,nan,nan,0
3860802,5813,4.41,1.0514,56.519,13.961,0.456,0.1828,0
3860892,6149,4.05,1.1539,13.459,0.978,0.207,0.1350,0
3860995,6105,4.46,1.1398,5.946,0.956,0.285,0.1990,0
3861079,4817,4.57,0.7865,nan,nan,nan,nan,0
3861096,5094,4.76,0.8586,nan,nan,nan,nan,0
3861134,6005,4.39,1.1085,nan,nan,nan,nan,0
3861171,5558,4.49,0.9803,53.444,19.593,0.324,0.0939,0
3861183,5375,4.47,0.9316,nan,nan,nan,nan,0
3861386,5806,4.49,1.0494,nan,nan,nan,nan,0
3861411,5147,4.44,0.8723,35.493,12.961,0.244,0.1280,0
3861414,6147,4.11,1.1533,1.640,0.009,0.178,0.0929,0
3861451,5634,4.52,1.0011,nan,nan,nan,nan,0
3861500,5721,4.67,1.0252,nan,nan,nan,nan,0
3861520,5078,4.68,0.8545,nan,nan,nan,nan,0
3861568,4882,4.60,0.8035,nan,nan,nan,nan,0
3861741,5615,4.43,0.9958,18.656,2.488,0.038,0.0701,0
3861763,4672,4.74,0.7478,nan,nan,nan,nan,0
3861788,6029,4.31,1.1159,33.916,1.277,0.109,0.0134,0
3861792,5062,4.51,0.8503,nan,nan,nan,nan,0
3861890,6108,4.46,1.1407,5.108,0.693,0.211,0.1342,0
3861941,5781,4.35,1.0423,4.965,0.959,0.257,0.1339,0
3861946,5216,4.49,0.8901,31.652,6.410,0.372,0.2430,0
3861952,5374,4.62,0.9313,nan,nan,nan,nan,0
3861967,5986,4.37,1.1027,2.779,1.142,0.197,0.0958,0
3861996,5707,4.85,1.0213,nan,nan,nan,nan,0
3862007,5665,4.82,1.0096,nan,nan,nan,nan,0
3862022,5957,4.52,1.0939,nan,nan,nan,nan,0
3862063,5917,4.55,1.0819,5.067,0.355,0.172,0.0746,0
3862080,5449,4.49,0.9511,67.789,0.878,0.263,0.0193,0
3862082,5120,4.60,0.8653,37.680,3.257,0.434,0.2336,0
3862089,5602,4.67,0.9923,nan,nan,nan,nan,0
3862112,5715,4.44,1.0236,nan,nan,nan,nan,0
3862180,5729,4.48,1.0275,nan,nan,nan,nan,0
3862181,5874,4.65,1.0692,nan,nan,nan,nan,0
3862207,6046,4.46,1.1212,nan,nan,nan,nan,0
3862231,5344,4.49,0.9235,51.453,2.290,0.132,0.0139,0
3862278,5708,4.44,1.0216,nan,nan,nan,nan,0
3862354,5775,4.41,1.0405,2.064,0.279,0.231,0.1086,0
3862365,5715,4.42,1.0236,nan,nan,nan,nan,0
3862392,5977,4.48,1.1000,54.961,3.334,0.376,0.1265,0
3862456,5948,4.05,1.0912,2.432,0.630,0.165,0.0646,0
3862467,6084,4.35,1.1331,4.908,0.271,0.155,0.0806,0
3862470,5703,4.31,1.0202,5.456,0.140,0.222,0.1022,0
3862493,5645,4.33,1.0041,3.760,2.021,0.205,0.0834,0
3862537,5380,4.51,0.9329,nan,nan,nan,nan,0
3862569,5802,4.23,1.0483,nan,nan,nan,nan,0
3862614,5575,4.49,0.9849,nan,nan,nan,nan,0
3862764,6102,4.59,1.1388,1.630,0.061,0.199,0.1057,0
3862816,5627,4.54,0.9991,nan,nan,nan,nan,0
3862827,5533,4.54,0.9736,nan,nan,nan,nan,0
3862846,5705,4.60,1.0208,nan,nan,nan,nan,0
3862849,5993,4.47,1.1048,4.128,0.778,0.208,0.1095,0
3862865,5360,4.36,0.9277,54.869,0.267,0.531,0.2377,0
3863002,6095,4.36,1.1366,10.220,0.151,0.205,0.1717,0
3863016,5724,4.53,1.0261,nan,nan,nan,nan,0
3863057,6191,4.34,1.1676,2.391,0.445,0.224,0.1379,0
3863210,5725,4.45,1.0264,nan,nan,nan,nan,0
3863271,5752,4.48,1.0340,nan,nan,nan,nan,0
3863308,5985,4.42,1.1024,6.028,0.930,0.357,0.2330,0
3863343,5111,4.71,0.8630,nan,nan,nan,nan,0
3863459,5978,4.55,1.1003,59.850,13.378,0.342,0.0932,0
3863493,5950,4.28,1.0918,55.825,13.146,0.543,0.2397,0
3863532,5792,4.37,1.0454,nan,nan,nan,nan,0
3863540,5802,4.00,1.0483,nan,nan,nan,nan,0
3863641,6016,4.43,1.1119,nan,nan,nan,nan,0
3863687,5463,4.67,0.9549,nan,nan,nan,nan,0
3863750,5343,4.50,0.9232,nan,nan,nan,nan,0
3863791,5684,4.30,1.0149,51.840,6.593,0.256,0.0412,0
3863812,5327,4.68,0.9190,56.131,11.672,0.414,0.1571,0
3863815,6170,4.35,1.1607,2.560,0.091,0.359,0.2410,0
3863817,5409,4.62,0.9405,nan,nan,nan,nan,0
3863851,5469,4.45,0.9565,nan,nan,nan,nan,0
3863863,5160,4.42,0.8757,nan,nan,nan,nan,0
3863911,5418,4.61,0.9429,nan,nan,nan,nan,0
3863924,4424,4.53,0.6788,nan,nan,nan,nan,0
3863979,5278,4.81,0.9062,nan,nan,nan,nan,0
3864012,5525,4.50,0.9714,62.188,1.472,0.224,0.0035,0
3864022,5432,4.93,0.9466,nan,nan,nan,nan,0
3864025,5336,4.66,0.9214,nan,nan,nan,nan,0
3864176,5152,4.37,0.8736,65.142,11.423,0.326,0.0743,0
3864191,5789,4.50,1.0445,13.609,1.942,0.150,0.0732,0
3864206,5356,4.46,0.9266,nan,nan,nan,nan,0
3864237,5768,4.16,1.0385,50.312,0.909,0.212,0.0061,0
3864281,5712,4.53,1.0227,nan,nan,nan,nan,0
3864304,5583,4.54,0.9871,nan,nan,nan,nan,0
3864365,6085,4.71,1.1334,nan,nan,nan,nan,0
3864389,5603,4.49,0.9926,nan,nan,nan,nan,0
3864456,5857,4.56,1.0642,nan,nan,nan,nan,0
3864537,5582,4.55,0.9868,nan,nan,nan,nan,0
3864584,5879,4.51,1.0707,nan,nan,nan,nan,0
3864587,5519,4.39,0.9698,nan,nan,nan,nan,0
3864591,5811,4.50,1.0509,55.570,5.330,0.221,0.0031,0
3864601,5323,4.53,0.9180,nan,nan,nan,nan,0
3864632,5766,4.41,1.0380,nan,nan,nan,nan,0
3864655,6049,4.42,1.1221,nan,nan,nan,nan,0
3864708,5918,4.68,1.0822,nan,nan,nan,nan,0
3864735,5627,4.61,0.9991,nan,nan,nan,nan,0
3864799,5733,4.41,1.0286,nan,nan,nan,nan,0
3864812,5955,4.40,1.0933,32.306,1.980,0.054,0.0223,0
3864832,5926,4.00,1.0846,3.515,0.792,0.253,0.1377,0
3864924,5269,4.37,0.9039,nan,nan,nan,nan,0
3864929,5772,4.50,1.0397,12.221,0.124,0.171,0.0828,0
3864962,5897,4.49,1.0760,nan,nan,nan,nan,0
3865021,5896,4.54,1.0757,nan,nan,nan,nan,0
3865098,6056,4.04,1.1243,0.820,0.004,0.187,0.0889,0
3865120,6081,4.15,1.1322,nan,nan,nan,nan,0
3865180,5643,4.40,1.0035,nan,nan,nan,nan,0
3865257,5556,4.29,0.9798,nan,nan,nan,nan,0
3865282,6218,4.47,1.1766,52.787,4.465,0.249,0.0281,0
3865322,5802,4.09,1.0483,nan,nan,nan,nan,0
3865328,5507,4.26,0.9666,51.656,15.404,0.465,0.1995,0
3865330,6099,4.77,1.1379,nan,nan,nan,nan,0
3865366,6148,4.56,1.1536,58.359,12.390,0.358,0.1077,0
3865409,5804,4.54,1.0488,nan,nan,nan,nan,0
3865422,5794,4.55,1.0460,nan,nan,nan,nan,0
3865436,5859,4.71,1.0648,nan,nan,nan,nan,0
3865452,5535,4.12,0.9741,nan,nan,nan,nan,0
3865515,5856,4.40,1.0639,60.974,3.648,0.159,0.0016,0
3865538,5451,4.49,0.9517,nan,nan,nan,nan,0
3865579,6312,4.52,1.2085,6.028,1.011,0.157,0.1324,0
3865657,5900,4.54,1.0769,45.022,0.410,0.402,0.1625,0
3865686,5469,4.95,0.9565,nan,nan,nan,nan,0
3865689,5986,4.75,1.1027,nan,nan,nan,nan,0
3865694,5568,4.67,0.9830,nan,nan,nan,nan,0
3865708,6062,4.61,1.1262,nan,nan,nan,nan,0
3865748,6185,4.55,1.1657,nan,nan,nan,nan,0
3865789,5265,4.88,0.9029,nan,nan,nan,nan,0
3865794,5091,4.68,0.8578,nan,nan,nan,nan,0
3865796,5750,4.44,1.0334,nan,nan,nan,nan,0
3865805,4750,4.55,0.7687,nan,nan,nan,nan,0
3865857,6184,4.67,1.1653,50.226,13.916,0.355,0.1167,0
3865914,5142,4.63,0.8710,nan,nan,nan,nan,0
3865955,5392,4.91,0.9361,nan,nan,nan,nan,0
3865958,5683,4.53,1.0146,nan,nan,nan,nan,0
3865966,5844,4.43,1.0604,55.784,12.124,0.272,0.0445,0
3866024,5680,4.53,1.0138,nan,nan,nan,nan,0
3866028,5328,4.55,0.9193,27.279,2.986,0.158,0.1040,0
3866116,5449,4.48,0.9511,nan,nan,nan,nan,0
3866141,5874,4.33,1.0692,nan,nan,nan,nan,0
3866144,5586,4.77,0.9879,nan,nan,nan,nan,0
3866146,5604,4.92,0.9928,nan,nan,nan,nan,0
3866180,5576,4.74,0.9852,nan,nan,nan,nan,0
3866291,5955,4.74,1.0933,nan,nan,nan,nan,0
3866293,5194,4.63,0.8845,nan,nan,nan,nan,0
3866366,5412,4.63,0.9413,nan,nan,nan,nan,0
3866368,4599,4.45,0.7279,nan,nan,nan,nan,0
3866374,6442,4.43,1.2548,nan,nan,nan,nan,0
3866386,5555,4.47,0.9795,nan,nan,nan,nan,0
3866563,5813,4.77,1.0514,nan,nan,nan,nan,0
3866572,5827,4.53,1.0555,nan,nan,nan,nan,0
3866583,6320,4.55,1.2113,nan,nan,nan,nan,0
3866611,6112,4.00,1.1420,12.424,0.211,0.218,0.1662,0
3866631,5735,4.63,1.0292,nan,nan,nan,nan,0
3866681,5302,4.63,0.9125,nan,nan,nan,nan,0
3866699,6082,4.69,1.1325,5.599,1.477,0.247,0.1617,0
3866779,5844,4.53,1.0604,52.879,2.956,0.449,0.1832,0
3866815,5038,4.41,0.8441,nan,nan,nan,nan,0
3866816,5796,4.68,1.0465,nan,nan,nan,nan,0
3866881,6189,4.34,1.1670,nan,nan,nan,nan,0
3866915,6183,4.50,1.1650,nan,nan,nan,nan,0
3866961,5814,4.49,1.0517,nan,nan,nan,nan,0
3866967,5664,4.56,1.0093,nan,nan,nan,nan,0
3866992,5831,4.37,1.0566,nan,nan,nan,nan,0
3867007,6255,4.62,1.1890,5.149,0.664,0.111,0.0880,0
3867026,5809,4.60,1.0503,55.620,11.479,0.343,0.1017,0
3867076,6239,4.22,1.1836,54.762,10.736,0.421,0.1580,0
3867107,5401,4.64,0.9384,nan,nan,nan,nan,0
3867133,6306,4.53,1.2064,nan,nan,nan,nan,0
3867135,5572,4.61,0.9841,nan,nan,nan,nan,0
3867187,5716,4.68,1.0238,nan,nan,nan,nan,0
3867198,5905,4.56,1.0783,nan,nan,nan,nan,0
3867204,5955,4.42,1.0933,4.239,0.431,0.172,0.0756,0
3867226,5736,4.65,1.0295,nan,nan,nan,nan,0
3867238,6172,4.83,1.1614,nan,nan,nan,nan,0
3867402,6221,4.53,1.1776,nan,nan,nan,nan,0
3867404,6419,4.72,1.2464,nan,nan,nan,nan,0
3867407,5936,4.44,1.0876,12.233,0.299,0.193,0.1324,0
3867443,5939,4.52,1.0885,11.708,1.279,0.204,0.1387,0
3867498,5289,4.65,0.9091,28.934,4.269,0.319,0.2355,0
3867506,6106,4.46,1.1401,nan,nan,nan,nan,0
3867508,5686,4.97,1.0155,nan,nan,nan,nan,0
3867527,6148,4.60,1.1536,53.898,2.533,0.424,0.1620,0
3867554,6301,4.96,1.2047,1.203,0.017,0.308,0.2083,0
3867632,6207,4.83,1.1729,62.220,0.798,0.418,0.1465,0
3867690,6429,4.61,1.2500,5.558,0.665,0.077,0.1254,0
3867722,5648,4.93,1.0049,nan,nan,nan,nan,0
3867773,5818,4.94,1.0529,nan,nan,nan,nan,0
3867791,4874,4.69,0.8014,nan,nan,nan,nan,0
3867823,5726,4.84,1.0267,nan,nan,nan,nan,0
3867832,6284,4.66,1.1988,nan,nan,nan,nan,0
3867840,6345,4.51,1.2200,nan,nan,nan,nan,0
3867885,6066,4.81,1.1275,nan,nan,nan,nan,0
3867913,5514,4.79,0.9685,nan,nan,nan,nan,0
3867923,6376,4.57,1.2309,nan,nan,nan,nan,0
3867943,5623,4.88,0.9980,nan,nan,nan,nan,0
3867964,5205,4.73,0.8873,30.606,2.119,0.181,0.1243,0
3867977,5197,4.80,0.8852,nan,nan,nan,nan,0
3867997,5342,5.01,0.9229,nan,nan,nan,nan,0
3867998,5953,4.63,1.0927,59.539,9.134,0.423,0.1542,0
3868023,6287,4.62,1.1999,3.494,0.506,0.134,0.0800,0
3868140,5167,4.43,0.8775,nan,nan,nan,nan,0
3868159,5718,4.53,1.0244,24.541,0.397,0.226,0.1390,0
3868197,5364,4.67,0.9287,nan,nan,nan,nan,0
3868205,5960,4.67,1.0948,nan,nan,nan,nan,0
3868239,5613,4.73,0.9953,nan,nan,nan,nan,0
3868257,6006,4.43,1.1088,nan,nan,nan,nan,0
3868263,5577,4.84,0.9855,nan,nan,nan,nan,0
3868402,6158,4.65,1.1568,nan,nan,nan,nan,0
3868431,4950,3.83,0.8213,nan,nan,nan,nan,0
3868439,5974,4.56,1.0991,0.204,0.000,0.260,0.1399,0
3868442,6458,4.19,1.2606,0.218,0.020,0.060,0.0677,0
3868630,5943,4.53,1.0897,nan,nan,nan,nan,0
3868694,5123,4.48,0.8661,31.345,6.196,0.096,0.0982,0
3868759,5836,4.58,1.0581,nan,nan,nan,nan,0
3868770,5699,4.39,1.0191,57.807,13.515,0.309,0.0725,0
3868791,5808,4.61,1.0500,nan,nan,nan,nan,0
3868871,6063,4.51,1.1265,5.751,0.152,0.197,0.1175,0
3868878,5720,4.62,1.0250,nan,nan,nan,nan,0
3868884,5494,4.51,0.9631,29.246,0.556,0.180,0.0992,0
3868922,5382,4.59,0.9334,52.780,11.066,0.373,0.1348,0
3868934,5584,5.02,0.9874,nan,nan,nan,nan,0
3868995,6225,4.63,1.1789,56.793,0.709,0.095,0.0004,0
3869008,5427,4.74,0.9453,nan,nan,nan,nan,0
3869048,5805,4.63,1.0491,58.413,7.281,0.373,0.1205,0
3869072,6121,4.56,1.1449,62.359,2.407,0.348,0.0939,0
3869159,5629,4.83,0.9997,nan,nan,nan,nan,0
3869198,5856,4.60,1.0639,nan,nan,nan,nan,0
3869230,5860,4.55,1.0651,nan,nan,nan,nan,0
3869245,5229,4.62,0.8935,39.949,3.348,0.271,0.1057,0
3869285,5712,4.72,1.0227,nan,nan,nan,nan,0
3869393,5778,4.46,1.0414,nan,nan,nan,nan,0
3869417,5527,4.67,0.9720,nan,nan,nan,nan,0
3869453,6404,4.78,1.2410,nan,nan,nan,nan,0
3869455,5572,4.85,0.9841,50.623,5.878,0.241,0.0338,0
3869511,4491,4.49,0.6978,nan,nan,nan,nan,0
3869558,6064,4.71,1.1268,0.416,0.010,0.030,0.0327,0
3869574,6106,4.61,1.1401,nan,nan,nan,nan,0
3869605,5818,4.71,1.0529,nan,nan,nan,nan,0
3869624,4970,4.75,0.8265,nan,nan,nan,nan,0
3869629,5614,4.61,0.9956,nan,nan,nan,nan,0
3869680,6003,4.50,1.1079,7.054,0.437,0.184,0.1036,0
3869694,5791,4.68,1.0451,58.645,12.444,0.330,0.0870,0
3869698,6298,4.71,1.2037,48.894,4.140,0.477,0.2044,0
3869704,5854,4.73,1.0633,nan,nan,nan,nan,0
